Source,TimeFinished," On a scale of 1 to 10, how reasonable do you think the public reaction is to COVID-19 now? (1 is under-reacting and 10 is overreacting)","On a scale of 1 to 10, how much do you trust the government to respond to COVID-19 effectively? (1 is strongly distrust and 10 is strongly trust)"," ""COVID-19 has led me to drastically change my daily routines and the way I spend my day."" How much do you agree or disagree with this statement?", How many WEEKS do you think it'll take before your daily life returns to normal (like before COVID-19)? ," How are you doing financially today, compared to a year ago?"," Over the past week, have you been continually worried or anxious about a number of events or activities in your daily life?","In the past 3 days, did you work from home (WFH)?"," In the past 48 hours, I... (check all that apply)",,,,,,,,,,, Is any of your loved ones at higher risk of COVID-19? (check all that apply),,,,,What is your gender?,What is your annual household income?,What year were you born?,What is the zip code (i.e. postcal code) of the place you currently live in?,What country do you currently live in?,What is your employment status?,What is your ethnicity?,What industry are you part of?
Pollfish1,2020-03-16 10:29:45,Strongly agree,Agree,Agree,25,NR,NR,"Yes, for other reasons",Shook hands with anyone outside of my household,,Attended in-person gatherings outside of my household,,,,,,,Did not leave my home for non-critical needs,,,,"Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)",,,Male,prefer_not_to_say,1987,94114,USA,NR,asian,wholesale
Pollfish1,2020-03-16 15:40:58,Disagree,Disagree,Agree,8,NR,NR,"Yes, my employer/school made WFH mandatory",,,,,Rescheduled or canceled pre-arranged travel plans,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,"Made an effort to avoid touching my eyes, nose and mouth",,Did not leave my home for non-critical needs,,,,"Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)",,"Yes, due to their age (60+)",Female,prefer_not_to_say,1983,95127,USA,NR,asian,scientific_or_technical_services
Pollfish1,2020-03-16 13:50:27,Agree,Agree,Strongly agree,4,NR,NR,"Yes, my employer/school made WFH mandatory",,,,"Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,"Made an effort to avoid touching my eyes, nose and mouth",,,,No,,,,,Female,lower_i,1992,94086,USA,NR,asian,other
Pollfish1,2020-03-16 14:33:45,Strongly disagree,Neutral,Disagree,30,NR,NR,"No, my employer/school didn't provide an option to WFH",Shook hands with anyone outside of my household,,,,,,,,,,Ate at a restaurant,,,,,"Yes, due to their age (60+)",Male,lower_ii,1988,94601,USA,NR,white,construction
Pollfish1,2020-03-16 11:44:14,Agree,Agree,Agree,10,NR,NR,"No, for other reasons",,,,,,,Cleaned surfaces with disinfecting wipes or sprays,"Made an effort to avoid touching my eyes, nose and mouth",,Did not leave my home for non-critical needs,,,I don't know,,,,Female,middle_ii,1967,94118,USA,NR,asian,transportation_and_warehousing
Pollfish1,2020-03-16 09:38:44,Neutral,Neutral,Strongly agree,16,NR,NR,"No, I'm not employed or in school",,,,,,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,"Made an effort to avoid touching my eyes, nose and mouth",Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,,,,,"Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Yes, due to their age (60+)",Female,lower_i,1975,95117,USA,NR,white,other
Pollfish1,2020-03-16 13:35:27,Agree,Agree,Agree,6,NR,NR,"Yes, my employer/school gave an option to WFH",,,,,Rescheduled or canceled pre-arranged travel plans,,,,,,,No,,,,,Female,lower_ii,1981,94601,USA,NR,asian,other
Pollfish1,2020-03-16 16:49:19,Neutral,Neutral,Neutral,4,NR,NR,"No, my employer/school didn't provide an option to WFH",,,Attended in-person gatherings outside of my household,,,,Cleaned surfaces with disinfecting wipes or sprays,"Made an effort to avoid touching my eyes, nose and mouth",,,Ate at a restaurant,,I don't know,,,,Male,prefer_not_to_say,1995,95117,USA,NR,prefer_not_to_say,agriculture_forestry_fishing_or_hunting
Pollfish1,2020-03-16 13:28:23,Strongly agree,Strongly disagree,Strongly disagree,100,NR,NR,"No, I'm not employed or in school",,,,,,,,,Maintained 3 feet distance between myself and other people outside of my household,,,No,,,,,Male,lower_i,1972,94103,USA,NR,white,military
Pollfish1,2020-03-16 14:07:34,Strongly disagree,Agree,Neutral,12,NR,NR,"No, I'm not employed or in school",,,,"Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",,Increased frequency of hand washing with soap,,"Made an effort to avoid touching my eyes, nose and mouth",,Did not leave my home for non-critical needs,,,,,"Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)",,Female,lower_ii,1946,94601,USA,NR,white,telecommunications
Pollfish1,2020-03-16 11:11:59,Agree,Neutral,Neutral,12,NR,NR,"Yes, my employer/school made WFH mandatory",Shook hands with anyone outside of my household,,,,,,,,Maintained 3 feet distance between myself and other people outside of my household,,,,,,,"Yes, due to their age (60+)",Male,middle_i,2001,94131,USA,NR,hispanic,agriculture_forestry_fishing_or_hunting
Pollfish1,2020-03-16 16:43:45,Strongly disagree,Strongly disagree,Strongly agree,8,NR,NR,"Yes, my employer/school made WFH mandatory",,,,,,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,,,Did not leave my home for non-critical needs,,,,,"Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)",,Female,lower_i,1991,95117,USA,NR,white,other
Pollfish1,2020-03-16 09:48:27,Disagree,Agree,Disagree,3,NR,NR,"No, I'm not employed or in school",,,,"Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",Rescheduled or canceled pre-arranged travel plans,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,"Made an effort to avoid touching my eyes, nose and mouth",,Did not leave my home for non-critical needs,,,,,,"Yes, due to their age (60+)",Female,middle_ii,1953,95117,USA,NR,white,other
Pollfish1,2020-03-16 10:55:49,Agree,Agree,Agree,10,NR,NR,"No, I'm not employed or in school",,,,,,,Cleaned surfaces with disinfecting wipes or sprays,"Made an effort to avoid touching my eyes, nose and mouth",,Did not leave my home for non-critical needs,Ate at a restaurant,,,"Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)","Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Yes, due to their age (60+)",Female,middle_ii,1975,95050,USA,NR,white,education
Pollfish1,2020-03-16 09:49:18,Neutral,Neutral,Neutral,12,NR,NR,"No, my employer/school didn't provide an option to WFH",,,,,,,,,,Did not leave my home for non-critical needs,,,I don't know,,,,Male,high_i,1990,94502,USA,NR,white,military
Pollfish1,2020-03-16 10:17:39,Disagree,Disagree,Neutral,12,NR,NR,"No, for other reasons",,,,,,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,"Made an effort to avoid touching my eyes, nose and mouth",,,,No,,,,,Male,lower_ii,1968,95112,USA,NR,white,construction
Pollfish1,2020-03-16 13:34:12,Agree,Agree,Agree,5,NR,NR,"Yes, for other reasons",,,,,Rescheduled or canceled pre-arranged travel plans,,,,,,,No,,,,,Male,lower_ii,1983,94601,USA,NR,white,other
Pollfish1,2020-03-16 12:04:37,Neutral,Disagree,Neutral,12,NR,NR,"No, I'm not employed or in school",,,Attended in-person gatherings outside of my household,,,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,"Made an effort to avoid touching my eyes, nose and mouth",Maintained 3 feet distance between myself and other people outside of my household,,Ate at a restaurant,No,,,,,Male,middle_ii,1951,94114,USA,NR,white,other
Pollfish1,2020-03-16 13:20:46,Neutral,Neutral,Disagree,8,NR,NR,I worked from home for some days,,,,,,,,,Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,Ate at a restaurant,No,,,,,Female,lower_ii,1981,94111,USA,NR,hispanic,transportation_and_warehousing
Pollfish1,2020-03-16 15:36:46,Agree,Disagree,Agree,4,NR,NR,"Yes, my employer/school made WFH mandatory",,,,"Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",Rescheduled or canceled pre-arranged travel plans,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,,Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,,No,,,,,Male,lower_i,1980,94601,USA,NR,white,hotel_and_food_services
Pollfish1,2020-03-16 12:57:33,Agree,Strongly disagree,Agree,3,NR,NR,"Yes, my employer/school made WFH mandatory",,,,,,Increased frequency of hand washing with soap,,"Made an effort to avoid touching my eyes, nose and mouth",Maintained 3 feet distance between myself and other people outside of my household,,,,,,"Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Yes, due to their age (60+)",Male,lower_ii,1960,94103,USA,NR,white,other
Pollfish1,2020-03-16 11:57:19,Disagree,Disagree,Strongly agree,5,NR,NR,"Yes, my employer/school gave an option to WFH",,,,"Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,,Maintained 3 feet distance between myself and other people outside of my household,,,No,,,,,Male,middle_ii,1985,94568,USA,NR,black,construction
Pollfish1,2020-03-16 11:12:00,Neutral,Neutral,Neutral,1,NR,NR,"No, my employer/school didn't provide an option to WFH",,,,,,Increased frequency of hand washing with soap,,,,,,No,,,,,Female,lower_ii,1998,94103,USA,NR,black,other
Pollfish1,2020-03-16 12:41:19,Strongly disagree,Neutral,Strongly disagree,100,NR,NR,"No, for other reasons",,,,,,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,,,,,,I don't know,,,,Male,lower_i,1989,95112,USA,NR,white,other
Google2,3/18/2020 18:42:27,5,2,Strongly agree,54,About the same,No,"Yes, my employer/school made WFH mandatory",,,,"Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",Rescheduled or canceled pre-arranged travel plans,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,"Made an effort to avoid touching my eyes, nose and mouth",Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,,,,"Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)","Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Yes, due to their age (60+)",Female,"Between $150,000 and $199,000",1990,94103,USA,Employed full-time,Asian/Asian American,"Computers (Hardware, software, internet), Researcher"
Google2,3/18/2020 19:09:20,6,4,Strongly agree,36,Significantly worse,No,"Yes, my employer/school made WFH mandatory",,,,,Rescheduled or canceled pre-arranged travel plans,Increased frequency of hand washing with soap,,,Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,,,,"Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)","Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Yes, due to their age (60+)",Male,"More than $200,000",1985,94115,USA,Employed full-time,Caucasian,"Computers (Hardware, software, internet)"
Google2,3/18/2020 19:11:26,4,7,Agree,12,About the same,Yes,"No, my employer/school didn't provide an option to WFH",,,,,,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,"Made an effort to avoid touching my eyes, nose and mouth",Maintained 3 feet distance between myself and other people outside of my household,,,,,,"Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Yes, due to their age (60+)",Male,"Between $75,000 and $99,999",1959,29673,USA,Employed full-time,Caucasian,Aerospace/Aviation
Google2,3/18/2020 19:33:44,4,6,Strongly disagree,9,Somewhat better,No,"Yes, my employer/school made WFH mandatory",,,,"Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",Rescheduled or canceled pre-arranged travel plans,,,,Maintained 3 feet distance between myself and other people outside of my household,,,,,"Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)","Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Yes, due to their age (60+)",Male,"Between $150,000 and $199,000",1990,93063,USA,Employed full-time,Caucasian,Engineering (except software engineering)
Google2,3/18/2020 19:46:05,6,2,Agree,10,Somewhat worse,Yes,"Yes, my employer/school made WFH mandatory",,,,"Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",Rescheduled or canceled pre-arranged travel plans,Increased frequency of hand washing with soap,,"Made an effort to avoid touching my eyes, nose and mouth",Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,,No,,,,,Female,"More than $200,000",1981,97206,USA,Employed full-time,Caucasian,Non-profit
Google2,3/18/2020 20:11:38,6,8,Strongly agree,20,Somewhat worse,Yes,"Yes, my employer/school made WFH mandatory",,,,,Rescheduled or canceled pre-arranged travel plans,Increased frequency of hand washing with soap,,"Made an effort to avoid touching my eyes, nose and mouth",Maintained 3 feet distance between myself and other people outside of my household,Did not leave my home for non-critical needs,,,,,,"Yes, due to their age (60+)",Male,"More than $200,000",1987,10065,USA,Employed full-time,Caucasian,"Aerospace/Aviation, Agriculture/Forestry/Fishing, software engineering"
Google2,3/18/2020 21:04:04,5,3,Strongly agree,16,Somewhat worse,Yes,"Yes, my employer/school made WFH mandatory",,,,"Rescheduled or canceled non-critical in-person gatherings and appointments (e.g. birthday parties, concerts, museums, annual checkups, spa, social dinners)",,Increased frequency of hand washing with soap,,,,Did not leave my home for non-critical needs,,,,"Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)",,,Male,"Between $25,000 and $49,999",1998,01545,USA,Student,Asian/Asian American,"Computers (Hardware, software, internet)"
Google2,3/18/2020 21:47:11,6,8,Disagree,12,Somewhat better,No,"Yes, my employer/school made WFH mandatory",,,,,,,,,,Did not leave my home for non-critical needs,Ate at a restaurant,,,"Yes, they live in areas affected by COVID-19 (parts of the USA, China, Italy, Korea, etc)",,,Male,"Between $150,000 and $199,000",1991,98004,USA,Employed full-time,Asian/Asian American,"Computers (Hardware, software, internet)"
Google2,3/19/2020 1:14:12,4,4,Strongly agree,12,Somewhat worse,Yes,"Yes, my employer/school made WFH mandatory",,,,,Rescheduled or canceled pre-arranged travel plans,Increased frequency of hand washing with soap,Cleaned surfaces with disinfecting wipes or sprays,"Made an effort to avoid touching my eyes, nose and mouth",,Did not leave my home for non-critical needs,,,,,"Yes, due to existing medical conditions (Diabetes, heart disease, lung disease)","Yes, due to their age (60+)",Male,"Between $125,000 and $149,999",1993,94131,USA,Employed full-time,Asian/Asian American,Prefer not to say
